6.315491665483212724e-01,2.617552925693275023e-01,5.273983430340052347e-01,6.297534969107276837e-01,3.687344385671402769e-01,4.365814001564953806e-01,2.200435321770692343e-01,5.582790015123959559e-01,6.444591723169597053e-01
5.696961412529947255e-01,3.211349936052806942e-01,5.354633318707185952e-01,5.563215453436856084e-01,3.616547701660335346e-01,4.480556638276336767e-01,2.743909989880197187e-01,5.195225907876241944e-01,6.314718818097659891e-01
5.376077124544834662e-01,3.794124764293005381e-01,5.345880155925597510e-01,5.084065824568488878e-01,3.634396789372932868e-01,4.599381831800711806e-01,3.022222160568874272e-01,4.814007793914734101e-01,6.269642530031217520e-01
5.657691916063518622e-01,4.144308263034373052e-01,5.312777246416647836e-01,4.915639570135784675e-01,3.701184483315731466e-01,4.757802013750471182e-01,2.760611107232739947e-01,4.581224322379603420e-01,6.243058889381470911e-01
6.438146160868022383e-01,4.316455244718132023e-01,5.352678765539427008e-01,5.008065166864282824e-01,3.759174997157844200e-01,4.967645554873438840e-01,2.052399288305674641e-01,4.472922535908304686e-01,6.150910588249736133e-01
6.657847468418677250e-01,4.323609241374008483e-01,5.393002988249017138e-01,5.174271037696499542e-01,3.617544379028589940e-01,5.197616633166829425e-01,1.851600280634146667e-01,4.480049640256998922e-01,6.060483331136377050e-01
5.134798894546898085e-01,4.622738793516523725e-01,5.117846761877289374e-01,5.438629685629433608e-01,3.351885901159524783e-01,5.364462851361959661e-01,3.224101917002410445e-01,4.340436417448663708e-01,6.240887360875315704e-01
4.238746274623606536e-01,4.926843472210271080e-01,4.718996868354022878e-01,5.871423140650683381e-01,3.444189844399574429e-01,5.516050269126697714e-01,4.034835937929869276e-01,4.207687442902819375e-01,6.521476478364300888e-01
5.736228952658276592e-01,4.452102790853804115e-01,4.937361629307568389e-01,6.250792566252647564e-01,3.723295163612144187e-01,5.700485434625517378e-01,2.694624804350180813e-01,4.551855586406715060e-01,6.281313463778170902e-01
7.210625902047935742e-01,3.752745273957374672e-01,5.502095144396764725e-01,6.302294221238754490e-01,3.911658497922351763e-01,5.960629337129743632e-01,1.381356833173472132e-01,5.050059049102125774e-01,5.735342072186276896e-01
7.543616323221861153e-01,3.387712835171305947e-01,5.672676363191411220e-01,6.146709388209480318e-01,3.940568359881995164e-01,6.273030265443156894e-01,1.105579718269331102e-01,5.372692503174719691e-01,5.495285102890139495e-01
6.867755582191663599e-01,3.081832027562813048e-01,5.810291271550107606e-01,5.926381492443808519e-01,3.981652860078802036e-01,6.570535636595472573e-01,1.752923651437427455e-01,5.686278604741190623e-01,5.282498028706377191e-01
6.099588001456016650e-01,2.955659102712558384e-01,5.925879018241299034e-01,5.666558664179601745e-01,4.079206970883075267e-01,6.821814499371923191e-01,2.501834801284679721e-01,5.915301996752136970e-01,5.083343182148312156e-01
5.257184745583551866e-01,3.041557021327524479e-01,5.989820611427711938e-01,5.451627861720595991e-01,4.146735577309950127e-01,6.957605488148362882e-01,3.337518077790447846e-01,6.033470298646879115e-01,4.927445662140615412e-01
5.084338909376878712e-01,3.239587273613178109e-01,5.849146893897407828e-01,5.298231202638549187e-01,4.231536034400561475e-01,7.008120150335142018e-01,3.589529704867004400e-01,6.090914209074118624e-01,4.937197092940850962e-01
5.743708580996607083e-01,3.327233680034279995e-01,5.704214956790443214e-01,5.185515998728801312e-01,4.206989043189172106e-01,7.008488595008984801e-01,3.109700069403674161e-01,6.213596130084442226e-01,4.955585871011949362e-01
6.548270623724095074e-01,3.239093623888295581e-01,5.639435972807934627e-01,5.079953344582623931e-01,4.130772735900312687e-01,6.987431657133401641e-01,2.512368651317508639e-01,6.435554131083295326e-01,4.925815559798206733e-01
7.414559594018212962e-01,3.032146554713943121e-01,5.443425201233521582e-01,4.958315064491687907e-01,4.035182633704363919e-01,7.021964147786372568e-01,1.874817577875842189e-01,6.726986192848195545e-01,5.016867568945901912e-01
