4.291015709599714234e-01,5.704822767952199003e-01,6.686894946444347232e-01,4.625237281522013300e-01,4.670624270157099911e-01,5.328062838463244466e-01,2.674111299533947217e-01,4.499356631057150335e-01,3.842236463529404289e-01
4.596881050266137803e-01,5.636473768100073167e-01,6.485667532410287484e-01,4.172931683938125302e-01,4.918756969931871170e-01,5.709538758620291699e-01,2.164238678715530717e-01,4.652954891197441101e-01,3.919935622317268220e-01
4.786946613380801963e-01,5.695245152501930974e-01,6.336268506290992919e-01,3.815880998879016550e-01,4.888126797670785395e-01,6.056446642967507898e-01,1.863674977934298149e-01,4.703610117548199243e-01,3.962823710255549692e-01
4.826694546857867030e-01,5.857842096638818941e-01,6.204784961861722348e-01,3.649669476324192696e-01,4.607604609950516350e-01,6.360965930343238650e-01,1.833238604215529921e-01,4.674513152177321440e-01,4.012880550194034557e-01
4.714533384663594506e-01,6.026363579177693719e-01,6.255920542890129887e-01,3.743118449924615065e-01,4.269248483143225914e-01,6.520891409035765030e-01,2.075438101695118165e-01,4.663091448199292999e-01,3.934536495679419876e-01
4.379354943596920346e-01,6.200388409247505894e-01,6.179260300449386234e-01,3.999375388691187583e-01,3.693644068667670255e-01,6.566215350081531232e-01,2.709345286938208419e-01,4.648608269783768288e-01,3.979834879485741883e-01
3.637604180552894695e-01,6.304496788145514952e-01,6.171290005874148221e-01,4.301792152052481555e-01,3.006010274534967053e-01,6.501882499677364979e-01,4.047756087983119255e-01,4.704878431675234007e-01,3.986616831619498313e-01
2.234727673185175900e-01,6.319729279339221240e-01,6.754962994590971714e-01,4.535535777031447502e-01,2.506271259041109589e-01,6.376524548375676060e-01,6.525057737500690180e-01,4.843792750882198184e-01,3.515725634791621035e-01
1.289140032326674956e-01,5.919680408407135275e-01,7.744969415161887527e-01,4.652864758230340070e-01,3.458045385752027689e-01,6.412878846602724225e-01,8.218489459089630689e-01,5.438560536852931060e-01,2.662783550631399598e-01
1.640334201141828430e-01,5.083677104114500134e-01,8.378086721037479867e-01,4.530177462300687963e-01,4.404301087585697494e-01,6.500604458108599770e-01,7.690776171197197808e-01,6.529303963227613972e-01,2.037002050199790137e-01
2.043533712538720126e-01,4.303699266428944736e-01,9.015239521944609091e-01,4.217876929459953850e-01,4.655388797683360225e-01,6.489012729684588976e-01,7.083333958636349736e-01,7.558854029894421789e-01,1.392542954083133833e-01
2.323457820592340350e-01,3.783652568147380935e-01,8.942746537596617529e-01,3.904566530610099062e-01,4.730163320342102851e-01,6.399512661197257479e-01,6.691549988419749351e-01,8.292139947281363943e-01,1.368118999662939206e-01
2.783823963498623932e-01,3.535966479784916627e-01,8.070756508021565967e-01,3.662797068088664010e-01,4.801356934345776262e-01,6.229651488200634857e-01,5.989007232578844597e-01,8.711779899822993389e-01,2.036363650815392612e-01
3.398224634646572762e-01,3.786738819129721878e-01,6.802457547394543669e-01,3.476302479592631722e-01,4.958541684815523376e-01,5.966967517150190137e-01,5.012007632861265050e-01,8.551289101156134276e-01,3.057478918719430672e-01
3.749723765575258549e-01,3.846542669353334998e-01,6.671109329659904441e-01,3.287111230054708955e-01,4.852379691541320317e-01,5.576703017383500827e-01,4.469933577216498866e-01,8.574813213109155896e-01,3.146307687653842056e-01
3.657094069130819025e-01,3.868966880464431712e-01,7.848724053847561111e-01,2.820502903592405630e-01,4.693101843006928786e-01,5.007552631007510247e-01,4.666028025057203932e-01,8.608129732410557677e-01,2.197908578242765143e-01
3.473465048200716776e-01,4.016104612117697981e-01,8.299800913507273670e-01,2.373747227398907145e-01,4.619484398739099329e-01,4.508777105245149741e-01,4.979536446377262893e-01,8.457554918838211533e-01,1.935134740025321043e-01
3.343388210350106138e-01,4.396287983639156072e-01,8.089993914958878429e-01,2.077988062581023199e-01,4.694796574752252427e-01,3.991879596574973710e-01,5.173074077592224596e-01,8.009768902943177338e-01,2.266646223823695350e-01
3.405144861073651219e-01,4.983218513138665817e-01,7.490747939584828652e-01,1.988451456856771826e-01,4.729139799608578221e-01,3.559780415174902402e-01,5.006351895756300241e-01,7.284179959784885527e-01,2.941058808116221446e-01
3.547159344065085040e-01,5.536603428192187204e-01,6.513664441661887183e-01,2.142066229363208119e-01,4.515286559567942559e-01,3.166308627564546341e-01,4.676619800327536658e-01,6.549720823604621156e-01,3.924809178350414651e-01
3.726831871259878581e-01,6.027657073701960799e-01,5.575813715028810069e-01,2.558960818212501764e-01,4.086024931251350245e-01,2.794412494109514422e-01,4.264441759617531025e-01,5.841423168127986010e-01,4.846264822494170121e-01
3.833917130147116992e-01,6.298822040598506256e-01,5.239027421939843610e-01,3.218012491142284714e-01,3.441502610658670469e-01,2.410015445812236090e-01,3.963030987704064811e-01,5.332985420237981167e-01,5.224269329243785842e-01
3.977255168824200826e-01,6.324324645335130946e-01,5.138925873007493816e-01,3.844701000167415894e-01,2.936568238220467753e-01,2.155200269014337644e-01,3.593686465432435750e-01,5.059210316647959615e-01,5.364404375820038817e-01
4.136839165303735633e-01,6.287602420303447515e-01,5.068412075834192176e-01,4.364323094908598710e-01,2.627209270984127709e-01,2.005839413060379328e-01,3.202514217643341321e-01,4.828259982739144807e-01,5.455435099101855201e-01
4.375735812628386290e-01,6.069131674818902811e-01,5.362468211247730654e-01,4.688452160145611947e-01,2.672053032229127489e-01,1.962650533983699985e-01,2.688248908604243259e-01,4.785144846410259167e-01,5.221643736947415571e-01
4.657575990350400486e-01,5.863773715798399344e-01,5.744923106202508567e-01,4.700321388996903105e-01,2.864237709630876871e-01,2.020002074582402107e-01,2.118509731910032112e-01,4.723018700525600799e-01,4.909037144388881946e-01
4.847479707331027732e-01,5.775609010250333242e-01,5.776225148385584207e-01,4.420698023062582527e-01,2.950468282357776584e-01,2.136151883982360666e-01,1.727829690148206532e-01,4.537214529889572190e-01,4.901269353196182066e-01
4.732836422542870958e-01,5.765724957884339474e-01,5.627251382520722656e-01,3.981509190733851788e-01,2.728383275131747165e-01,2.292121133727649529e-01,1.880952791027324100e-01,4.275022427975291861e-01,5.075716551529315668e-01
4.346249049754992710e-01,5.740894476931417412e-01,5.700726741814010623e-01,3.604905584249848971e-01,2.771506039294689416e-01,2.479064699232502167e-01,2.520257664139508580e-01,4.048506215503885342e-01,5.090856621306758534e-01
4.034806554162526648e-01,5.880781649855806315e-01,5.751332712091516974e-01,3.383040760024640381e-01,2.952916145424547834e-01,2.697038428393339071e-01,3.044619183393197370e-01,3.659934159952814570e-01,5.117005163552754698e-01
3.556794877224795370e-01,6.139594851841543299e-01,5.488457638075308065e-01,3.300727022522723653e-01,2.814102534349796625e-01,2.841644041181362046e-01,3.867345865113693271e-01,3.154614800005480779e-01,5.403785508873552024e-01
2.895138057596425840e-01,6.428790579650460746e-01,5.378457229262592065e-01,3.368564004491947927e-01,2.911618620093499588e-01,2.927058922639799166e-01,5.015799596763801382e-01,2.628748433018269770e-01,5.562344793783088326e-01
2.483228364382874809e-01,6.571859845037391068e-01,5.683906848961685077e-01,3.480361742931507574e-01,3.339382616307964291e-01,3.051773979956006189e-01,5.741142029264626467e-01,2.275718887108495736e-01,5.352176730960737094e-01
2.501612325329169995e-01,6.540878104392569004e-01,6.122022682508424518e-01,3.486038803797996133e-01,3.768559915066138633e-01,3.291040567685367679e-01,5.728943825715311355e-01,2.139484172733976119e-01,4.998823244903439211e-01
2.659879114262682642e-01,6.470606793059560102e-01,6.449982038373827109e-01,3.441757420666436418e-01,3.901134891920930436e-01,3.603040247981656452e-01,5.475932482422434244e-01,2.080183276882560106e-01,4.716423803582767693e-01
2.791079070004207074e-01,6.425482860843515498e-01,6.392042750150572772e-01,3.375782667981135354e-01,3.944026322560448827e-01,4.012421420138934103e-01,5.266817519190711838e-01,2.028652639737152930e-01,4.749445323183019707e-01
3.011983266894762146e-01,6.501433305225010617e-01,6.124939288022228645e-01,3.353240506323129089e-01,3.979112690264330898e-01,4.499423440884489644e-01,4.894066725334446089e-01,1.897499957532979287e-01,4.950684736647986695e-01
3.370163186251453058e-01,6.591341887162600610e-01,5.946804949532280560e-01,3.401011805116170295e-01,4.022429652517304777e-01,4.988834910142098678e-01,4.276371891023428851e-01,1.795389277341665757e-01,5.076783174516105168e-01
3.927306969172155160e-01,6.586651730379552427e-01,5.736073507925421033e-01,3.500901667939128048e-01,4.088968315856652547e-01,5.505076929145548137e-01,3.305111949944797844e-01,1.856782116575794173e-01,5.228737972079453566e-01
4.242251343708671740e-01,6.790959864301621129e-01,5.065334010314033186e-01,3.802075385004294317e-01,3.434250799948972421e-01,6.019187726772984304e-01,2.741738565632753089e-01,1.749650320652945956e-01,5.784775428858331958e-01
3.636912987568038935e-01,6.770915153200414149e-01,5.521794240813863164e-01,4.269492831960700063e-01,2.731379878154294727e-01,6.329559043852642786e-01,3.765584585080260505e-01,1.925906314212123549e-01,5.476786207161571385e-01
3.241903330523485116e-01,6.761853930549097669e-01,5.859265756646272472e-01,4.747269970016385621e-01,2.888547440881037986e-01,6.632095965317210684e-01,4.429374608656251877e-01,2.130070453171603595e-01,5.285291536508626153e-01
3.133091000540688675e-01,6.476771620396656326e-01,6.182370255919867885e-01,5.122816865299489875e-01,3.195237411824595752e-01,6.893372681675901115e-01,4.606488161789492053e-01,2.675532052746963929e-01,5.087051675376885740e-01
3.098803535640989870e-01,6.073147240973667538e-01,6.803577624790082545e-01,5.248920375136004735e-01,3.701187845921563024e-01,7.145123684088078297e-01,4.664842071294198478e-01,3.385409943256362797e-01,4.597351351038205247e-01
